Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,meta_name,reac_meta_value,meta_name_long,Gibbs,smiles
1465,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",pg161_c,-1,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",330.48645,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC
1466,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",pg161_p,1,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",330.48645,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC
1472,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP120abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",pgp120_c,-1,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCC
1473,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP120abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",pgp120_p,1,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCC
1479,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP161abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",pgp161_c,-1,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",NA,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCC
1480,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP161abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",pgp161_p,1,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",NA,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCC
1486,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",pgp181_c,-1,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",NA,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCC=CCCCCCC
1487,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",pgp181_p,1,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",NA,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCC=CCCCCCC
1493,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA120abcpp,"Phosphatidate transport via ABC system (n-C12:0, periplasm)",pa120_c,-1,"1,2-didodecanoyl-sn-glycerol 3-phosphate",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCCC
1494,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA120abcpp,"Phosphatidate transport via ABC system (n-C12:0, periplasm)",pa120_p,1,"1,2-didodecanoyl-sn-glycerol 3-phosphate",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCCC
1500,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA160abcpp,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",pa160_c,-1,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",328.69684,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
1501,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA160abcpp,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",pa160_p,1,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",328.69684,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
1507,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA181abcpp,"Phosphatidate transport via ABC system (n-C18:1, periplasm)",pa181_c,-1,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCC=CCCCCCC
1508,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA181abcpp,"Phosphatidate transport via ABC system (n-C18:1, periplasm)",pa181_p,1,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCC=CCCCCCC
1514,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",pg160_c,-1,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",326.8508,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC
1515,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",pg160_p,1,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",326.8508,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC
1521,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP140abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",pgp140_c,-1,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",NA,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCCCC
1522,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP140abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",pgp140_p,1,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",NA,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCCCC
1528,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),kdo2lipid4_c,-1,KDO(2)-lipid IV(A),97.47154,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP([O-])([O-])=O)O[C@H](CO[C@@H]2O[C@H](CO[C@@]3(C[C@@H](O[C@@]4(C[C@@H](O)[C@@H](O)[C@H](O4)[C@H](O)CO)C([O-])=O)[C@@H](O)[C@H](O3)[C@H](O)CO)C([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
1529,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),kdo2lipid4_p,1,KDO(2)-lipid IV(A),97.47154,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP([O-])([O-])=O)O[C@H](CO[C@@H]2O[C@H](CO[C@@]3(C[C@@H](O[C@@]4(C[C@@H](O)[C@@H](O)[C@H](O4)[C@H](O)CO)C([O-])=O)[C@@H](O)[C@H](O3)[C@H](O)CO)C([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
1533,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,COLIPAabcpp,Core oligosaccharide lipid A transport via ABC system (periplasm),colipa_c,-1,Core oligosaccharide lipid A,NA,[H][C@@](O)(CCCCCCCCCCC)CC(=O)N[C@@]1([H])C([H])(OP([O-])([O-])=O)O[C@]([H])(CO[C@]2([H])OC([H])(COC3(CC([H])(OC4(CC([H])(OC5(CC([H])(O)C([H])(O)C([H])(O5)C([H])(O)CO)C([O-])=O)C([H])(OC5([H])OC([H])(C)C([H])(O)C([H])(O)C5([H])O)C([H])(O4)C([H])(O)CO)C([O-])=O)C([H])(OC4([H])OC([H])(C([H])(O)CO)C([H])(OP([O-])([O-])=O)C([H])(OC5([H])OC([H])(C([H])(O)COC6([H])OC([H])(C([H])(O)CO)C([H])(O)C([H])(O)C6([H])O)C([H])(OP([O-])([O-])=O)C([H])(OC6([H])OC([H])(COC7([H])OC([H])(CO)C([H])(O)C([H])(O)C7([H])O)C([H])(O)C([H])(OC7([H])OC([H])(CO)C([H])(O)C([H])(O)C7([H])OC7([H])OC([H])(COC8([H])OC([H])(C([H])(O)CO)C([H])(O)C([H])(O)C8([H])O)C([H])(O)C([H])(O)C7([H])O)C6([H])O)C5([H])O)C4([H])O)C([H])(O3)C([H])(O)CO)C([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OC(=O)C[C@@]([H])(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@@]2([H])NC(=O)C[C@@]([H])(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@]([H])(O)[C@]1([H])OC(=O)C[C@]([H])(O)CCCCCCCCCCC
1534,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,COLIPAabcpp,Core oligosaccharide lipid A transport via ABC system (periplasm),colipa_p,1,Core oligosaccharide lipid A,NA,[H][C@@](O)(CCCCCCCCCCC)CC(=O)N[C@@]1([H])C([H])(OP([O-])([O-])=O)O[C@]([H])(CO[C@]2([H])OC([H])(COC3(CC([H])(OC4(CC([H])(OC5(CC([H])(O)C([H])(O)C([H])(O5)C([H])(O)CO)C([O-])=O)C([H])(OC5([H])OC([H])(C)C([H])(O)C([H])(O)C5([H])O)C([H])(O4)C([H])(O)CO)C([O-])=O)C([H])(OC4([H])OC([H])(C([H])(O)CO)C([H])(OP([O-])([O-])=O)C([H])(OC5([H])OC([H])(C([H])(O)COC6([H])OC([H])(C([H])(O)CO)C([H])(O)C([H])(O)C6([H])O)C([H])(OP([O-])([O-])=O)C([H])(OC6([H])OC([H])(COC7([H])OC([H])(CO)C([H])(O)C([H])(O)C7([H])O)C([H])(O)C([H])(OC7([H])OC([H])(CO)C([H])(O)C([H])(O)C7([H])OC7([H])OC([H])(COC8([H])OC([H])(C([H])(O)CO)C([H])(O)C([H])(O)C8([H])O)C([H])(O)C([H])(O)C7([H])O)C6([H])O)C5([H])O)C4([H])O)C([H])(O3)C([H])(O)CO)C([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OC(=O)C[C@@]([H])(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@@]2([H])NC(=O)C[C@@]([H])(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@]([H])(O)[C@]1([H])OC(=O)C[C@]([H])(O)CCCCCCCCCCC
1542,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",pe141_c,-1,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCC=CCCCCCC
1543,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",pe141_p,1,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCC=CCCCCCC
1549,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",pe160_c,-1,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",398.83286,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC
1550,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",pe160_p,1,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",398.83286,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC
1556,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",pe161_c,-1,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",402.4685,NA
1557,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",pe161_p,1,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",402.4685,NA
1563,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",pg140_c,-1,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",238.2019,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCC
1564,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",pg140_p,1,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",238.2019,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCC
1570,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",pg141_c,-1,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCC=CCCCCCC
1571,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",pg141_p,1,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCC=CCCCCCC
1577,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",pg180_c,-1,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",415.49985,[H][C@](O)(CO)COP([O-])(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
1578,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",pg180_p,1,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",415.49985,[H][C@](O)(CO)COP([O-])(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
1584,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",pg181_c,-1,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",419.1353,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC/C=C\CCCCCC
1585,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",pg181_p,1,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",419.1353,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC/C=C\CCCCCC
1591,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",pgp141_c,-1,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC
1592,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",pgp141_p,1,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC
1598,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",pgp160_c,-1,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",101.58316,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCCCCCC
1599,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",pgp160_p,1,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",101.58316,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCCCCCC
1605,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",pgp180_c,-1,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",190.23228,[H][C@](O)(COP([O-])([O-])=O)COP([O-])(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
1606,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",pgp180_p,1,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",190.23228,[H][C@](O)(COP([O-])([O-])=O)COP([O-])(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
1612,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",pa140_c,-1,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",240.04788,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC
1613,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",pa140_p,1,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",240.04788,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC
1619,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",pg120_c,-1,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCC
1620,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",pg120_p,1,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCC
1626,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",pe140_c,-1,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",310.18396,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCC
1627,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",pe140_p,1,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",310.18396,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCC
1633,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",pa141_c,-1,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC
1634,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",pa141_p,1,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC
1640,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",pa161_c,-1,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC
1641,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",pa161_p,1,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC
1647,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",pa180_c,-1,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",417.3458,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)OC(=O)CCCCCCCCCCCCCCCCC
1648,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",pa180_p,1,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",417.3458,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)OC(=O)CCCCCCCCCCCCCCCCC
1654,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",pe120_c,-1,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",221.53497,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCC
1655,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",pe120_p,1,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",221.53497,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCC
1661,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",pe180_c,-1,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",487.4819,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC
1662,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",pe180_p,1,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",487.4819,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC
1668,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",pe181_c,-1,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",491.11743,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCC=CCCCCCC
1669,b0914,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA ",7.5.2.6,7,PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",pe181_p,1,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",491.11743,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCC=CCCCCCC
