,BSU,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,compound,smiles,Gibbs,kcat,km
2011,BSU29020,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ,1.2.1.12,1,GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),g3p_c,1.0,C00661,[H]C(=O)[C@H](O)COP([O-])([O-])=O,-265.65268,,0.1
2012,BSU29020,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ,1.2.1.12,1,GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),h_c,-1.0,C00080,[H+],0.42906138,,0.1
2013,BSU29020,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ,1.2.1.12,1,GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,0.1
2014,BSU29020,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ,1.2.1.12,1,GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),nadph_c,-1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,0.1
2015,BSU29020,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ,1.2.1.12,1,GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,0.1
2017,BSU29060,K00859,dephospho-CoA kinase ,2.7.1.24,2,DPCOAK,Dephospho-CoA kinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2018,BSU29060,K00859,dephospho-CoA kinase ,2.7.1.24,2,DPCOAK,Dephospho-CoA kinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2019,BSU29060,K00859,dephospho-CoA kinase ,2.7.1.24,2,DPCOAK,Dephospho-CoA kinase,coa_c,1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,
2020,BSU29060,K00859,dephospho-CoA kinase ,2.7.1.24,2,DPCOAK,Dephospho-CoA kinase,dpcoa_c,-1.0,C00882,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-267.05032,,
2021,BSU29060,K00859,dephospho-CoA kinase ,2.7.1.24,2,DPCOAK,Dephospho-CoA kinase,h_c,1.0,C00080,[H+],0.42906138,,
2022,BSU29120,K00024,malate dehydrogenase ,1.1.1.37,1,MDH,Malate dehydrogenase,h_c,1.0,C00080,[H+],0.42906138,,additional information
2023,BSU29120,K00024,malate dehydrogenase ,1.1.1.37,1,MDH,Malate dehydrogenase,mal__L_c,-1.0,C00149,O[C@@H](CC([O-])=O)C([O-])=O,-161.16376,,additional information
2024,BSU29120,K00024,malate dehydrogenase ,1.1.1.37,1,MDH,Malate dehydrogenase,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,,additional information
2025,BSU29120,K00024,malate dehydrogenase ,1.1.1.37,1,MDH,Malate dehydrogenase,nadh_c,1.0,C00004,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-325.20697,,additional information
2026,BSU29120,K00024,malate dehydrogenase ,1.1.1.37,1,MDH,Malate dehydrogenase,oaa_c,1.0,C00036,[O-]C(=O)CC(=O)C([O-])=O,-170.30602,,additional information
2027,BSU29130,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyr,Isocitrate dehydrogenase (NADP),akg_c,1.0,C00026,[O-]C(=O)CCC(=O)C([O-])=O,-149.76376,,0.0091
2028,BSU29130,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyr,Isocitrate dehydrogenase (NADP),co2_c,1.0,C00011,O=C=O,-92.26,,0.0091
2029,BSU29130,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyr,Isocitrate dehydrogenase (NADP),icit_c,-1.0,C00311,OC(C(CC([O-])=O)C([O-])=O)C([O-])=O,-227.75293,,0.0091
2030,BSU29130,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyr,Isocitrate dehydrogenase (NADP),nadp_c,-1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,0.0091
2031,BSU29130,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyr,Isocitrate dehydrogenase (NADP),nadph_c,1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,0.0091
2033,BSU29180,K00873,pyruvate kinase ,2.7.1.40,2,PYK,Pyruvate kinase,adp_c,-1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,additional information
2034,BSU29180,K00873,pyruvate kinase ,2.7.1.40,2,PYK,Pyruvate kinase,atp_c,1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,additional information
2035,BSU29180,K00873,pyruvate kinase ,2.7.1.40,2,PYK,Pyruvate kinase,h_c,-1.0,C00080,[H+],0.42906138,,additional information
2036,BSU29180,K00873,pyruvate kinase ,2.7.1.40,2,PYK,Pyruvate kinase,pep_c,-1.0,C00074,[O-]C(=O)C(=C)OP([O-])([O-])=O,-293.83633,,additional information
2037,BSU29180,K00873,pyruvate kinase ,2.7.1.40,2,PYK,Pyruvate kinase,pyr_c,1.0,C00022,CC(=O)C([O-])=O,-82.398705,,additional information
2038,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2039,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2040,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,h_c,1.0,C00080,[H+],0.42906138,,
2041,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,tag6p__D_c,-1.0,C01097,OCC1(O)O[C@H](COP([O-])([O-])=O)[C@H](O)[C@@H]1O,-319.9359,,
2042,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,tagdp__D_c,1.0,C03785,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,-546.4518,,
2043,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK,Phosphofructokinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2044,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK,Phosphofructokinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2045,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK,Phosphofructokinase,f6p_c,-1.0,C05345,OC[C@@]1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,-317.66592,,
2046,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK,Phosphofructokinase,fdp_c,1.0,C00354,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,-541.3618,,
2047,BSU29190,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK,Phosphofructokinase,h_c,1.0,C00080,[H+],0.42906138,,
2050,BSU29220,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) ,1.1.1.38,1,ME2,Malic enzyme (NADP),co2_c,1.0,C00011,O=C=O,-92.26,,
2051,BSU29220,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) ,1.1.1.38,1,ME2,Malic enzyme (NADP),mal__L_c,-1.0,C00149,O[C@@H](CC([O-])=O)C([O-])=O,-161.16376,,
2052,BSU29220,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) ,1.1.1.38,1,ME2,Malic enzyme (NADP),nadp_c,-1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,
2053,BSU29220,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) ,1.1.1.38,1,ME2,Malic enzyme (NADP),nadph_c,1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,
2054,BSU29220,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) ,1.1.1.38,1,ME2,Malic enzyme (NADP),pyr_c,1.0,C00022,CC(=O)C([O-])=O,-82.398705,,
2061,BSU29440,K01755,argininosuccinate lyase ,4.3.2.1,4,ARGSL,Argininosuccinate lyase,arg__L_c,1.0,C02385,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O,79.88474,,
2062,BSU29440,K01755,argininosuccinate lyase ,4.3.2.1,4,ARGSL,Argininosuccinate lyase,argsuc_c,-1.0,C03406,[NH3+][C@@H](CCCNC(=[NH2+])NC(CC([O-])=O)C([O-])=O)C([O-])=O,-50.61301,,
2063,BSU29440,K01755,argininosuccinate lyase ,4.3.2.1,4,ARGSL,Argininosuccinate lyase,fum_c,1.0,C00122,[O-]C(=O)C=CC([O-])=O,-124.406006,,
2064,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,,
2065,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,argsuc_c,1.0,C03406,[NH3+][C@@H](CCCNC(=[NH2+])NC(CC([O-])=O)C([O-])=O)C([O-])=O,-50.61301,,
2066,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,asp__L_c,-1.0,C00049,[NH3+][C@@H](CC([O-])=O)C([O-])=O,-105.78535,,
2067,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2068,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,citr__L_c,-1.0,C00327,NC(=O)NCCC[C@H]([NH3+])C([O-])=O,9.65456,,
2069,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,h_c,1.0,C00080,[H+],0.42906138,,
2070,BSU29450,K01940,argininosuccinate synthase ,6.3.4.5,6,ARGSS,Argininosuccinate synthase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
2071,BSU29470,K00925,acetate kinase ,2.7.2.1,2,ACKr,Acetate kinase,ac_c,-1.0,C00033,CC([O-])=O,-57.768696,,
2072,BSU29470,K00925,acetate kinase ,2.7.2.1,2,ACKr,Acetate kinase,actp_c,1.0,C00227,CC(=O)OP([O-])([O-])=O,-273.5149,,
2073,BSU29470,K00925,acetate kinase ,2.7.2.1,2,ACKr,Acetate kinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2074,BSU29470,K00925,acetate kinase ,2.7.2.1,2,ACKr,Acetate kinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2075,BSU29470,K00925,acetate kinase ,2.7.2.1,2,PPAKr,Propionate kinase,adp_c,-1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2076,BSU29470,K00925,acetate kinase ,2.7.2.1,2,PPAKr,Propionate kinase,atp_c,1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2077,BSU29470,K00925,acetate kinase ,2.7.2.1,2,PPAKr,Propionate kinase,ppa_c,1.0,,,NA,,
2078,BSU29470,K00925,acetate kinase ,2.7.2.1,2,PPAKr,Propionate kinase,ppap_c,-1.0,C02876,CCC(=O)OP([O-])([O-])=O,-234.32262,,
2080,BSU29620,K04486,histidinol-phosphatase (PHP family) ,3.1.3.15,3,HISTP,Histidinol-phosphatase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
2081,BSU29620,K04486,histidinol-phosphatase (PHP family) ,3.1.3.15,3,HISTP,Histidinol-phosphatase,hisp_c,-1.0,C01100,[NH3+][C@H](COP([O-])([O-])=O)Cc1c[nH]cn1,-114.04975,,
2082,BSU29620,K04486,histidinol-phosphatase (PHP family) ,3.1.3.15,3,HISTP,Histidinol-phosphatase,histd_c,1.0,C00860,[NH3+][C@H](CO)Cc1c[nH]cn1,108.72138,,
2083,BSU29620,K04486,histidinol-phosphatase (PHP family) ,3.1.3.15,3,HISTP,Histidinol-phosphatase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
2084,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS,Acetyl-CoA synthetase,ac_c,-1.0,C00033,CC([O-])=O,-57.768696,,
2085,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS,Acetyl-CoA synthetase,accoa_c,1.0,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-506.8639,,
2086,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS,Acetyl-CoA synthetase,amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,,
2087,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS,Acetyl-CoA synthetase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2088,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS,Acetyl-CoA synthetase,coa_c,-1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,
2089,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS,Acetyl-CoA synthetase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
2090,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS2,Acetyl-CoA synthase (propionate),amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,,
2091,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS2,Acetyl-CoA synthase (propionate),atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2092,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS2,Acetyl-CoA synthase (propionate),coa_c,-1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,
2093,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS2,Acetyl-CoA synthase (propionate),ppa_c,-1.0,,,NA,,
2094,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS2,Acetyl-CoA synthase (propionate),ppcoa_c,1.0,C00100,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-484.70157,,
2095,BSU29680,K01895,acetyl-CoA synthetase ,6.2.1.1,6,ACS2,Acetyl-CoA synthase (propionate),ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
2099,BSU29750,K13853,3-deoxy-7-phosphoheptulonate synthase / chorismate mutase ,2.5.1.54 5.4.99.5,2,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,2dda7p_c,1.0,C04691,O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)CC(=O)C([O-])=O,-369.15732,,
2100,BSU29750,K13853,3-deoxy-7-phosphoheptulonate synthase / chorismate mutase ,2.5.1.54 5.4.99.5,2,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c,-1.0,C00279,[H]C(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,-284.9704,,
2101,BSU29750,K13853,3-deoxy-7-phosphoheptulonate synthase / chorismate mutase ,2.5.1.54 5.4.99.5,2,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
2102,BSU29750,K13853,3-deoxy-7-phosphoheptulonate synthase / chorismate mutase ,2.5.1.54 5.4.99.5,2,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,pep_c,-1.0,C00074,[O-]C(=O)C(=C)OP([O-])([O-])=O,-293.83633,,
2103,BSU29750,K13853,3-deoxy-7-phosphoheptulonate synthase / chorismate mutase ,2.5.1.54 5.4.99.5,2,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
2104,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,0.18
2105,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,,0.18
2106,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,0.18
2107,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,h_c,1.0,C00080,[H+],0.42906138,,0.18
2108,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,0.18
2109,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,uama_c,1.0,C01212,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1NC(C)=O)C([O-])=O,-543.91156,,0.18
2110,BSU29790,K01924,UDP-N-acetylmuramate--alanine ligase ,6.3.2.8,6,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,uamr_c,-1.0,C01050,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],-543.955,,0.18
2112,BSU30070,K05020,glycine betaine transporter ,,,ARSENBt2,Arsenobetaine transport in via proton symport,arsenb_c,1.0,,C[As+](C)(C)CC(=O)[O-],NA,,
2113,BSU30070,K05020,glycine betaine transporter ,,,ARSENBt2,Arsenobetaine transport in via proton symport,arsenb_e,-1.0,,C[As+](C)(C)CC(=O)[O-],NA,,
2114,BSU30070,K05020,glycine betaine transporter ,,,ARSENBt2,Arsenobetaine transport in via proton symport,h_c,1.0,C00080,[H+],0.42906138,,
2115,BSU30070,K05020,glycine betaine transporter ,,,ARSENBt2,Arsenobetaine transport in via proton symport,h_e,-1.0,C00080,[H+],0.42906138,,
2116,BSU30070,K05020,glycine betaine transporter ,,,GLYBt2r,"Glycine betaine transport via proton symport, reversible",glyb_c,1.0,C00719,C[N+](C)(C)CC([O-])=O,20.552322,,
2117,BSU30070,K05020,glycine betaine transporter ,,,GLYBt2r,"Glycine betaine transport via proton symport, reversible",glyb_e,-1.0,C00719,C[N+](C)(C)CC([O-])=O,20.552322,,
2118,BSU30070,K05020,glycine betaine transporter ,,,GLYBt2r,"Glycine betaine transport via proton symport, reversible",h_c,1.0,C00080,[H+],0.42906138,,
2119,BSU30070,K05020,glycine betaine transporter ,,,GLYBt2r,"Glycine betaine transport via proton symport, reversible",h_e,-1.0,C00080,[H+],0.42906138,,
2120,BSU30200,K01012,biotin synthase ,2.8.1.6,2,BTS_1,Biotin synthase,btn_c,1.0,C00120,[H][C@]12CS[C@@H](CCCCC([O-])=O)[C@@]1([H])NC(=O)N2,44.73474,0.0000005,
2121,BSU30200,K01012,biotin synthase ,2.8.1.6,2,BTS_1,Biotin synthase,dtbt_c,-1.0,C01909,CC1NC(=O)NC1CCCCCC([O-])=O,58.986996,0.0000005,
2122,BSU30200,K01012,biotin synthase ,2.8.1.6,2,BTS_1,Biotin synthase,h2s_c,1.0,C00283,[S-][H],13.882242,0.0000005,
2123,BSU30200,K01012,biotin synthase ,2.8.1.6,2,BTS_1,Biotin synthase,h_c,1.0,C00080,[H+],0.42906138,0.0000005,
2124,BSU30200,K01012,biotin synthase ,2.8.1.6,2,BTS_1,Biotin synthase,s_c,-2.0,C00087,[S],8.770001,0.0000005,
2125,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2126,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2127,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,co2_c,-1.0,C00011,O=C=O,-92.26,,
2128,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,dann_c,-1.0,C01037,C[C@H]([NH3+])[C@H]([NH3+])CCCCCC(=O)[O-],134.39148,,
2129,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,dtbt_c,1.0,C01909,CC1NC(=O)NC1CCCCCC([O-])=O,58.986996,,
2130,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,h_c,3.0,C00080,[H+],0.42906138,,
2131,BSU30210,K01935,dethiobiotin synthetase ,6.3.3.3,6,DBTS,Dethiobiotin synthase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
2132,BSU30220,K00652,8-amino-7-oxononanoate synthase ,2.3.1.47,2,AOXSr,8-amino-7-oxononanoate synthase,8aonn_c,1.0,C01092,CC([NH3+])C(=O)CCCCCC([O-])=O,66.38905,,
2133,BSU30220,K00652,8-amino-7-oxononanoate synthase ,2.3.1.47,2,AOXSr,8-amino-7-oxononanoate synthase,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,,
2134,BSU30220,K00652,8-amino-7-oxononanoate synthase ,2.3.1.47,2,AOXSr,8-amino-7-oxononanoate synthase,co2_c,1.0,C00011,O=C=O,-92.26,,
